identifier,title,field,year,areaType,areaCode,datum,zipFileUrl,zipFileSize,zipfile_name
L01,地価公示,国土（水・土地）,2009,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-09/L01-09_GML.zip,3.80MB,L01-09_GML.zip
L01,地価公示,国土（水・土地）,2010,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-10/L01-10_GML.zip,3.75MB,L01-10_GML.zip
L01,地価公示,国土（水・土地）,2011,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-11/L01-11_GML.zip,3.52MB,L01-11_GML.zip
L01,地価公示,国土（水・土地）,2012,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-12/L01-12_GML.zip,3.12MB,L01-12_GML.zip
L01,地価公示,国土（水・土地）,2017,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-17/L01-17_01_GML.zip,0.59MB,L01-17_01_GML.zip
L01,地価公示,国土（水・土地）,2013,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-13/L01-13_01_GML.zip,0.17MB,L01-13_01_GML.zip
L01,地価公示,国土（水・土地）,2014,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-14/L01-14_01_GML.zip,0.54MB,L01-14_01_GML.zip
L01,地価公示,国土（水・土地）,2018,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-18/L01-18_01_GML.zip,0.77MB,L01-18_01_GML.zip
L01,地価公示,国土（水・土地）,2015,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-15/L01-15_01_GML.zip,0.58MB,L01-15_01_GML.zip
L01,地価公示,国土（水・土地）,2016,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-16/L01-16_01_GML.zip,0.61MB,L01-16_01_GML.zip
L01,地価公示,国土（水・土地）,2019,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L01/L01-19/L01-19_01_GML.zip,0.93MB,L01-19_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1983,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-83/L02-83_01_GML.zip,0.18MB,L02-83_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1984,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-84/L02-84_01_GML.zip,0.20MB,L02-84_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1985,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-85/L02-85_01_GML.zip,0.19MB,L02-85_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1986,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-86/L02-86_01_GML.zip,0.18MB,L02-86_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1987,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-87/L02-87_01_GML.zip,0.18MB,L02-87_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1988,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-88/L02-88_01_GML.zip,0.18MB,L02-88_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1989,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-89/L02-89_01_GML.zip,0.18MB,L02-89_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1990,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-90/L02-90_01_GML.zip,0.18MB,L02-90_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1991,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-91/L02-91_01_GML.zip,0.19MB,L02-91_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1992,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-92/L02-92_01_GML.zip,0.19MB,L02-92_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1993,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-93/L02-93_01_GML.zip,0.20MB,L02-93_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1994,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-94/L02-94_01_GML.zip,0.20MB,L02-94_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1995,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-95/L02-95_01_GML.zip,0.20MB,L02-95_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1996,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-96/L02-96_01_GML.zip,0.20MB,L02-96_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1997,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-97/L02-97_01_GML.zip,0.20MB,L02-97_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1998,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-98/L02-98_01_GML.zip,0.20MB,L02-98_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,1999,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-99/L02-99_01_GML.zip,0.20MB,L02-99_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2000,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-00/L02-00_01_GML.zip,0.20MB,L02-00_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2001,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-01/L02-01_01_GML.zip,0.20MB,L02-01_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2002,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-02/L02-02_01_GML.zip,0.20MB,L02-02_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2003,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-03/L02-03_01_GML.zip,0.20MB,L02-03_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2004,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-04/L02-04_01_GML.zip,0.20MB,L02-04_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2005,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-05/L02-05_01_GML.zip,0.19MB,L02-05_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2006,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-06/L02-06_GML.zip,3.21MB,L02-06_GML.zip
L02,都道府県地価調査,国土（水・土地）,2007,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-07/L02-07_GML.zip,3.52MB,L02-07_GML.zip
L02,都道府県地価調査,国土（水・土地）,2008,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-08/L02-08_GML.zip,3.42MB,L02-08_GML.zip
L02,都道府県地価調査,国土（水・土地）,2009,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-09/L02-09_GML.zip,3.32MB,L02-09_GML.zip
L02,都道府県地価調査,国土（水・土地）,2010,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-10/L02-10_GML.zip,3.28MB,L02-10_GML.zip
L02,都道府県地価調査,国土（水・土地）,2011,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-11/L02-11_GML.zip,3.32MB,L02-11_GML.zip
L02,都道府県地価調査,国土（水・土地）,2012,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-12/L02-12_GML.zip,3.03MB,L02-12_GML.zip
L02,都道府県地価調査,国土（水・土地）,2013,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-13/L02-13_GML.zip,9.30MB,L02-13_GML.zip
L02,都道府県地価調査,国土（水・土地）,2017,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-17/L02-17_01_GML.zip,0.51MB,L02-17_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2014,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-14/L02-14.zip,9.3MB,L02-14.zip
L02,都道府県地価調査,国土（水・土地）,2015,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-15/L02-15_01_GML.zip,0.49MB,L02-15_01_GML.zip
L02,都道府県地価調査,国土（水・土地）,2018,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-18/L02-18_GML.zip,15.84MB,L02-18_GML.zip
L02,都道府県地価調査,国土（水・土地）,2016,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L02/L02-16/L02-16_01_GML.zip,0.51MB,L02-16_01_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,1976,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-76/L03-a-76_3036_GML.zip,0.01MB,L03-a-76_3036_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,1987,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-87/L03-a-87_3036_GML.zip,0.01MB,L03-a-87_3036_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,1991,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-91/L03-a-91_3036_GML.zip,0.01MB,L03-a-91_3036_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,1997,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-97/L03-a-97_3036_GML.zip,0.01MB,L03-a-97_3036_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,2006,4,3035,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-06/L03-a-06_3035-jgd_GML.zip,0.01MB,L03-a-06_3035-jgd_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,2009,4,3036,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-09/L03-a-09_3036-jgd_GML.zip,0.03MB,L03-a-09_3036-jgd_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,2016,4,4630,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-16/L03-a-16_4630-jgd_GML.zip,0.10MB,L03-a-16_4630-jgd_GML.zip
L03-a,土地利用3次メッシュ,国土（水・土地）,2014,4,3036,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-a/L03-a-14/L03-a-14_3036-jgd_GML.zip,0.02MB,L03-a-14_3036-jgd_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,1976,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-76/L03-b-76_3036_GML.zip,0.22MB,L03-b-76_3036_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,1987,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-87/L03-b-87_3036_GML.zip,0.22MB,L03-b-87_3036_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,1991,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-91/L03-b-91_3036_GML.zip,0.22MB,L03-b-91_3036_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,1997,4,3036,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-97/L03-b-97_3036_GML.zip,0.22MB,L03-b-97_3036_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,2006,4,3035,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-06/L03-b-06_3035-jgd_GML.zip,0.44MB,L03-b-06_3035-jgd_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,2009,4,3036,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-09/L03-b-09_3036-jgd_GML.zip,0.53MB,L03-b-09_3036-jgd_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,2016,4,4630,2,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-16/L03-b-16_4630-tky_GML.zip,4.27MB,L03-b-16_4630-tky_GML.zip
L03-b,土地利用細分メッシュ,国土（水・土地）,2014,4,3036,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b/L03-b-14/L03-b-14_3036-jgd_GML.zip,0.40MB,L03-b-14_3036-jgd_GML.zip
L03-b-u,都市地域土地利用細分メッシュ,国土（水・土地）,2009,4,3624,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b-u/L03-b-u-09/L03-b-u-09_3624-jgd_GML.zip,0.51MB,L03-b-u-09_3624-jgd_GML.zip
L03-b-u,都市地域土地利用細分メッシュ,国土（水・土地）,2016,4,4630,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b-u/L03-b-u-16/L03-b-u-16_4630-jgd_GML.zip,0.51MB,L03-b-u-16_4630-jgd_GML.zip
L03-b-u,都市地域土地利用細分メッシュ,国土（水・土地）,2014,4,3624,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b-u/L03-b-u-14/L03-b-u-14_3624-jgd_GML.zip,0.42MB,L03-b-u-14_3624-jgd_GML.zip
L03-b_r,土地利用細分メッシュ（ラスタ版）,国土（水・土地）,2014,4,3036,1,http://nlftp.mlit.go.jp/ksj/gml/data/L03-b_r/L03-b_r-14/L03-b-14_3036.zip,0.01MB,L03-b-14_3036.zip
L05,工業用地,地域,2009,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/L05/L05-09/L05-1-09_01_GML.zip,0.12MB,L05-1-09_01_GML.zip
N02,鉄道,交通,2005,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-05/N02-05_GML.zip,17.93MB,N02-05_GML.zip
N02,鉄道,交通,2006,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-06/N02-06_GML.zip,8.49MB,N02-06_GML.zip
N02,鉄道,交通,2007,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-07/N02-07_GML.zip,8.46MB,N02-07_GML.zip
N02,鉄道,交通,2008,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-08/N02-08_GML.zip,6.79MB,N02-08_GML.zip
N02,鉄道,交通,2011,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-11/N02-11_GML.zip,6.90MB,N02-11_GML.zip
N02,鉄道,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-12/N02-12_GML.zip,7.19MB,N02-12_GML.zip
N02,鉄道,交通,2016,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-16/N02-16_GML.zip,8.09MB,N02-16_GML.zip
N02,鉄道,交通,2013,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-13/N02-13.zip,6.18MB,N02-13.zip
N02,鉄道,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-14/N02-14_GML.zip,7.15MB,N02-14_GML.zip
N02,鉄道,交通,2017,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-17/N02-17_GML.zip,7.93MB,N02-17_GML.zip
N02,鉄道,交通,2015,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-15/N02-15_GML.zip,6.05MB,N02-15_GML.zip
N02,鉄道,交通,2018,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N02/N02-18/N02-18_GML.zip,8.06MB,N02-18_GML.zip
N03,行政区域,政策区域,2017,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2017/N03-170101_01_GML.zip,23.80MB,N03-170101_01_GML.zip
N03,行政区域,政策区域,1920,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1920/N03-200101_01_GML.zip,12.64MB,N03-200101_01_GML.zip
N03,行政区域,政策区域,1950,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1950/N03-501001_01_GML.zip,13.03MB,N03-501001_01_GML.zip
N03,行政区域,政策区域,1955,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1955/N03-551001_01_GML.zip,12.95MB,N03-551001_01_GML.zip
N03,行政区域,政策区域,1960,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1960/N03-601001_01_GML.zip,12.81MB,N03-601001_01_GML.zip
N03,行政区域,政策区域,1965,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1965/N03-651001_01_GML.zip,12.75MB,N03-651001_01_GML.zip
N03,行政区域,政策区域,1970,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1970/N03-701001_01_GML.zip,12.66MB,N03-701001_01_GML.zip
N03,行政区域,政策区域,1975,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1975/N03-751001_01_GML.zip,12.77MB,N03-751001_01_GML.zip
N03,行政区域,政策区域,1980,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1980/N03-801001_01_GML.zip,12.77MB,N03-801001_01_GML.zip
N03,行政区域,政策区域,1985,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1985/N03-851001_01_GML.zip,12.77MB,N03-851001_01_GML.zip
N03,行政区域,政策区域,1995,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-1995/N03-951001_01_GML.zip,10.94MB,N03-951001_01_GML.zip
N03,行政区域,政策区域,2000,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2000/N03-001001_01_GML.zip,10.94MB,N03-001001_01_GML.zip
N03,行政区域,政策区域,2005,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2005/N03-05_01_GML.zip,15.70MB,N03-05_01_GML.zip
N03,行政区域,政策区域,2006,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2006/N03-06_01_GML.zip,15.31MB,N03-06_01_GML.zip
N03,行政区域,政策区域,2007,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2007/N03-070401_01_GML.zip,15.37MB,N03-070401_01_GML.zip
N03,行政区域,政策区域,2008,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2008/N03-090320_01_GML.zip,15.28MB,N03-090320_01_GML.zip
N03,行政区域,政策区域,2009,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2009/N03-100329_01_GML.zip,15.31MB,N03-100329_01_GML.zip
N03,行政区域,政策区域,2010,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2010/N03-110331_01_GML.zip,17.93MB,N03-110331_01_GML.zip
N03,行政区域,政策区域,2011,3,19,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2011/N03-120331_19_GML.zip,2.53MB,N03-120331_19_GML.zip
N03,行政区域,政策区域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2012/N03-120401_01_GML.zip,18.00MB,N03-120401_01_GML.zip
N03,行政区域,政策区域,2013,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2013/N03-130401_01_GML.zip,18.61MB,N03-130401_01_GML.zip
N03,行政区域,政策区域,2014,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2014/N03-140401_GML.zip,98.0MB,N03-140401_GML.zip
N03,行政区域,政策区域,2015,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2015/N03-150101_01_GML.zip,23.72MB,N03-150101_01_GML.zip
N03,行政区域,政策区域,2018,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2018/N03-180101_GML.zip,391.13MB,N03-180101_GML.zip
N03,行政区域,政策区域,2016,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2016/N03-160101_01_GML.zip,23.67MB,N03-160101_01_GML.zip
N03,行政区域,政策区域,2019,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N03/N03-2019/N03-190101_GML.zip,396.68MB,N03-190101_GML.zip
N04,道路密度・道路延長メッシュ,交通,1978,4,3622,2,http://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-78/N04-78_3622-tky_GML.zip,0.01MB,N04-78_3622-tky_GML.zip
N04,道路密度・道路延長メッシュ,交通,2002,4,3622,1,http://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-02/N04-02_3622-jgd_GML.zip,0.01MB,N04-02_3622-jgd_GML.zip
N04,道路密度・道路延長メッシュ,交通,2003,4,3622,1,http://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-03/N04-03_3622-jgd_GML.zip,0.01MB,N04-03_3622-jgd_GML.zip
N04,道路密度・道路延長メッシュ,交通,2004,4,3622,1,http://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-04/N04-04_3622-jgd_GML.zip,0.01MB,N04-04_3622-jgd_GML.zip
