identifier,title,field,year,areaType,areaCode,datum,zipFileUrl,zipFileSize,zipfile_name
N04,道路密度・道路延長メッシュ,交通,2010,4,3622,1,http://nlftp.mlit.go.jp/ksj/gml/data/N04/N04-10/N04-10_3622-jgd_GML.zip,0.01MB,N04-10_3622-jgd_GML.zip
N05,鉄道時系列,交通,2011,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-11/N05-11_GML.zip,11.61MB,N05-11_GML.zip
N05,鉄道時系列,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-12/N05-12_GML.zip,12.54MB,N05-12_GML.zip
N05,鉄道時系列,交通,2013,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-13/N05-13.zip,10.5MB,N05-13.zip
N05,鉄道時系列,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-14/N05-14_GML.zip,12.69MB,N05-14_GML.zip
N05,鉄道時系列,交通,2015,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-15/N05-15_GML.zip,10.54MB,N05-15_GML.zip
N05,鉄道時系列,交通,2016,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-16/N05-16_GML.zip,14.59MB,N05-16_GML.zip
N05,鉄道時系列,交通,2017,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-17/N05-17_GML.zip,18.25MB,N05-17_GML.zip
N05,鉄道時系列,交通,2018,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N05/N05-18/N05-18_GML.zip,14.60MB,N05-18_GML.zip
N06,高速道路時系列,交通,2011,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-11/N06-11_GML.zip,2.06MB,N06-11_GML.zip
N06,高速道路時系列,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-12/N06-12_GML.zip,2.13MB,N06-12_GML.zip
N06,高速道路時系列,交通,2013,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-13/N06-13.zip,2.18MB,N06-13.zip
N06,高速道路時系列,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-14/N06-14_GML.zip,2.23MB,N06-14_GML.zip
N06,高速道路時系列,交通,2015,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-15/N06-15_GML.zip,2.29MB,N06-15_GML.zip
N06,高速道路時系列,交通,2016,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-16/N06-16_GML.zip,3.15MB,N06-16_GML.zip
N06,高速道路時系列,交通,2017,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-17/N06-17_GML.zip,3.89MB,N06-17_GML.zip
N06,高速道路時系列,交通,2018,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N06/N06-18/N06-18_GML.zip,3.31MB,N06-18_GML.zip
N07,バスルート,交通,2011,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N07/N07-11/N07-11_GML.zip,325.31MB,N07-11_GML.zip
N08,空港時系列,交通,2011,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-11/N08-11_GML.zip,0.21MB,N08-11_GML.zip
N08,空港時系列,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-12/N08-12_GML.zip,0.23MB,N08-12_GML.zip
N08,空港時系列,交通,2013,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-13/N08-13.zip,0.22MB,N08-13.zip
N08,空港時系列,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-14/N08-14_GML.zip,0.23MB,N08-14_GML.zip
N08,空港時系列,交通,2015,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-15/N08-15_GML.zip,0.23MB,N08-15_GML.zip
N08,空港時系列,交通,2016,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-16/N08-16_GML.zip,0.33MB,N08-16_GML.zip
N08,空港時系列,交通,2017,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-17/N08-17_GML.zip,0.4MB,N08-17_GML.zip
N08,空港時系列,交通,2018,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N08/N08-18/N08-18_GML.zip,0.36MB,N08-18_GML.zip
N09,定期旅客航路,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/N09/N09-12/N09-12_GML.zip,0.18MB,N09-12_GML.zip
N10,緊急輸送道路,交通,2013,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N10/N10-13/N10-13_01.zip,3.22MB,N10-13_01.zip
N10,緊急輸送道路,交通,2015,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N10/N10-15/N10-15_01_GML.zip,3.14MB,N10-15_01_GML.zip
N11,ヘリポート,交通,2013,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/N11/N11-13/N11-13_01.zip,0.04MB,N11-13_01.zip
P02,公共施設,地域,1990,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P02/P02-90/P02-90_01_GML.zip,1.65MB,P02-90_01_GML.zip
P02,公共施設,地域,2006,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P02/P02-06/P02-06_01_GML.zip,0.84MB,P02-06_01_GML.zip
P03,発電所,地域,1995,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P03/P03-95/P03-95_GML.zip,0.05MB,P03-95_GML.zip
P03,発電所,地域,2007,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P03/P03-07/P03-07_GML.zip,0.07MB,P03-07_GML.zip
P03,発電所,地域,2013,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P03/P03-13/P03-13.zip,1.33MB,P03-13.zip
P04,医療機関,地域,2010,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P04/P04-10/P04-10_01_GML.zip,0.55MB,P04-10_01_GML.zip
P04,医療機関,地域,2014,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P04/P04-14/P04-14_GML.zip,16.69MB,P04-14_GML.zip
P05,市町村役場等及び公的集会施設,地域,2010,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P05/P05-10/P05-10_01_GML.zip,0.29MB,P05-10_01_GML.zip
P07,燃料給油所,地域,2010,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P07/P07-10/P07-10_01_GML.zip,0.23MB,P07-10_01_GML.zip
P07,燃料給油所,地域,2015,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P07/P07-15/P07-15_01_GML.zip,0.10MB,P07-15_01_GML.zip
P09,宿泊容量メッシュ,地域,2010,4,3623,1,http://nlftp.mlit.go.jp/ksj/gml/data/P09/P09-10/P09-10_3623-jgd_GML.zip,0.15MB,P09-10_3623-jgd_GML.zip
P11,バス停留所,交通,2010,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P11/P11-10/P11-10_01_GML.zip,1.02MB,P11-10_01_GML.zip
P12,観光資源,地域,2010,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P12/P12-10/P12-10_GML.zip,21.51MB,P12-10_GML.zip
P12,観光資源,地域,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P12/P12-14/P12-14_GML.zip,8.79MB,P12-14_GML.zip
P13,都市公園,地域,2011,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P13/P13-11/P13-11_01_GML.zip,0.50MB,P13-11_01_GML.zip
P14,福祉施設,地域,2011,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P14/P14-11/P14-11_01_GML.zip,0.38MB,P14-11_01_GML.zip
P14,福祉施設,地域,2015,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P14/P14-15/P14-15_01_GML.zip,0.41MB,P14-15_01_GML.zip
P15,廃棄物処理施設,地域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P15/P15-12/P15-12_01_GML.zip,0.15MB,P15-12_01_GML.zip
P16,研究機関,地域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P16/P16-12/P16-12_01_GML.zip,0.12MB,P16-12_01_GML.zip
P17,消防署,地域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P17/P17-12/P17-12_01_GML.zip,15.29MB,P17-12_01_GML.zip
P18,警察署,地域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P18/P18-12/P18-12_01_GML.zip,12.60MB,P18-12_01_GML.zip
P19,地域資源,地域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P19/P19-12/P19-12_01_GML.zip,0.08MB,P19-12_01_GML.zip
P20,避難施設,政策区域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P20/P20-12/P20-12_01_GML.zip,0.96MB,P20-12_01_GML.zip
P21,上水道関連施設,地域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P21/P21-12/P21-12_01_GML.zip,0.80MB,P21-12_01_GML.zip
P22,下水道関連施設,地域,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P22/P22-12/P22-12_01_GML.zip,0.10MB,P22-12_01_GML.zip
P23,海岸保全施設,国土（水・土地）,2012,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P23/P23-12/P23-12_01_GML.zip,1.63MB,P23-12_01_GML.zip
P24,地場産業関連施設,地域,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P24/P24-12/P24-12_GML.zip,0.75MB,P24-12_GML.zip
P26,ニュータウン,地域,2013,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P26/P26-13/P26-13_01.zip,0.02MB,P26-13_01.zip
P27,文化施設,地域,2013,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P27/P27-13/P27-13.zip,4.54MB,P27-13.zip
P28,国・都道府県の機関等,地域,2013,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P28/P28-13/P28-13.zip,1.53MB,P28-13.zip
P29,学校,地域,2013,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P29/P29-13/P29-13.zip,4.23MB,P29-13.zip
P30,郵便局,地域,2013,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P30/P30-13/P30-13.zip,2.31MB,P30-13.zip
P31,物流拠点,地域,2013,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P31/P31-13/P31-13_01.zip,0.04MB,P31-13_01.zip
P32,都道府県指定文化財,地域,2014,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P32/P32-14/P32-14_00_GML.zip,1.93MB,P32-14_00_GML.zip
P33,集客施設,地域,2014,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P33/P33-14/P33-14_01_GML.zip,0.08MB,P33-14_01_GML.zip
P34,市区町村役場,地域,2014,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/P34/P34-14/P34-14_01_GML.zip,0.03MB,P34-14_01_GML.zip
P35,道の駅,地域,2018,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/P35/P35-18/P35-18_GML.zip,0.33MB,P35-18_GML.zip
S05-a,交通流動量 パーソントリップ発生・集中量,交通,2010,2,100,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-a/S05-a-10/S05-a-10_SYUTO_GML.zip,24.32MB,S05-a-10_SYUTO_GML.zip
S05-a,交通流動量 パーソントリップ発生・集中量,交通,2012,2,300,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-a/S05-a-12/S05-a-12_KINKI_GML.zip,18.71MB,S05-a-12_KINKI_GML.zip
S05-a,交通流動量 パーソントリップ発生・集中量,交通,2013,2,200,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-a/S05-a-13/S05-a-13_CHUBU-g.zip,34.3MB,S05-a-13_CHUBU-g.zip
S05-b,交通流動量 パーソントリップＯＤ量,交通,2010,2,100,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-b/S05-b-10/S05-b-10_SYUTO_GML.zip,11.07MB,S05-b-10_SYUTO_GML.zip
S05-b,交通流動量 パーソントリップＯＤ量,交通,2012,2,300,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-b/S05-b-12/S05-b-12_KINKI_GML.zip,15.78MB,S05-b-12_KINKI_GML.zip
S05-b,交通流動量 パーソントリップＯＤ量,交通,2013,2,200,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-b/S05-b-13/S05-b-13_CHUBU-g.zip,9.88MB,S05-b-13_CHUBU-g.zip
S05-c,交通流動量 駅別乗降数,交通,2010,2,100,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-c/S05-c-10/S05-c-10_SYUTO_GML.zip,0.31MB,S05-c-10_SYUTO_GML.zip
S05-c,交通流動量 駅別乗降数,交通,2012,2,300,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-c/S05-c-12/S05-c-12_KINKI_GML.zip,0.29MB,S05-c-12_KINKI_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2001,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-01/S05-d-01_GML.zip,0.71MB,S05-d-01_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2002,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-02/S05-d-02_GML.zip,0.71MB,S05-d-02_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2003,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-03/S05-d-03_GML.zip,0.71MB,S05-d-03_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2004,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-04/S05-d-04_GML.zip,0.71MB,S05-d-04_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2005,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-05/S05-d-05_GML.zip,0.67MB,S05-d-05_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2006,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-06/S05-d-06_GML.zip,0.67MB,S05-d-06_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2007,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-07/S05-d-07_GML.zip,0.67MB,S05-d-07_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2008,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-08/S05-d-08_GML.zip,0.67MB,S05-d-08_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2009,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-09/S05-d-09_GML.zip,0.67MB,S05-d-09_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2010,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-10/S05-d-10_GML.zip,0.64MB,S05-d-10_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2011,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-11/S05-d-11-g.zip,0.91MB,S05-d-11-g.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-12/S05-d-12_GML.zip,0.62MB,S05-d-12_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2013,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-13/S05-d-13_GML.zip,0.96MB,S05-d-13_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-14/S05-d-14_GML.zip,0.95MB,S05-d-14_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2015,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-15/S05-d-15_GML.zip,0.91MB,S05-d-15_GML.zip
S05-d,交通流動量 貨物・旅客地域流動量,交通,2016,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S05-d/S05-d-16/S05-d-16_GML.zip,0.94MB,S05-d-16_GML.zip
S10a,港湾間流通量・海上経路,交通,2011,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S10a/S10a-11/S10a-11_GML.zip,2.01MB,S10a-11_GML.zip
S10a,港湾間流通量・海上経路,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S10a/S10a-12/S10a-12_GML.zip,1.90MB,S10a-12_GML.zip
S10a,港湾間流通量・海上経路,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S10a/S10a-14/S10a-14_GML.zip,1.78MB,S10a-14_GML.zip
S10a,港湾間流通量・海上経路,交通,2016,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S10a/S10a-16/S10a-16_GML.zip,2.53MB,S10a-16_GML.zip
S10b,空港間流通量,交通,2011,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S10b/S10b-11/S10b-11_GML.zip,0.07MB,S10b-11_GML.zip
S10b,空港間流通量,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S10b/S10b-12/S10b-12_GML.zip,0.07MB,S10b-12_GML.zip
S10b,空港間流通量,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S10b/S10b-14/S10b-14_GML.zip,0.07MB,S10b-14_GML.zip
S12,駅別乗降客数,交通,2012,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S12/S12-12/S12-12_GML.zip,0.93MB,S12-12_GML.zip
S12,駅別乗降客数,交通,2013,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S12/S12-13/S12-13.zip,1.02MB,S12-13.zip
S12,駅別乗降客数,交通,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S12/S12-14/S12-14_GML.zip,1.11MB,S12-14_GML.zip
S12,駅別乗降客数,交通,2015,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S12/S12-15/S12-15_GML.zip,1.15MB,S12-15_GML.zip
S12,駅別乗降客数,交通,2016,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S12/S12-16/S12-16_GML.zip,1.68MB,S12-16_GML.zip
S12,駅別乗降客数,交通,2017,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S12/S12-17/S12-17_GML.zip,1.89MB,S12-17_GML.zip
S12,駅別乗降客数,交通,2018,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/S12/S12-18/S12-18_GML.zip,1.88MB,S12-18_GML.zip
W01,ダム,国土（水・土地）,2005,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/W01/W01-05/W01-05_GML.zip,0.41MB,W01-05_GML.zip
W01,ダム,国土（水・土地）,2014,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/W01/W01-14/W01-14_GML.zip,0.36MB,W01-14_GML.zip
W05,河川,国土（水・土地）,2006,3,36,1,http://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-06/W05-06_36_GML.zip,3.18MB,W05-06_36_GML.zip
W05,河川,国土（水・土地）,2007,3,2,1,http://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-07/W05-07_02_GML.zip,6.99MB,W05-07_02_GML.zip
W05,河川,国土（水・土地）,2008,3,8,1,http://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-08/W05-08_08_GML.zip,2.70MB,W05-08_08_GML.zip
W05,河川,国土（水・土地）,2009,3,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/W05/W05-09/W05-09_01_GML.zip,70.62MB,W05-09_01_GML.zip
W07,流域メッシュ,国土（水・土地）,2009,4,3036,1,http://nlftp.mlit.go.jp/ksj/gml/data/W07/W07-09/W07-09_3036-jgd_GML.zip,0.20MB,W07-09_3036-jgd_GML.zip
W09,湖沼,国土（水・土地）,2005,1,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/W09/W09-05/W09-05_GML.zip,7.70MB,W09-05_GML.zip
m1000,1kmメッシュ別将来推計人口（H29国政局推計）（shape形式版）,各種統計,2017,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/m1000/m1000-17/m1000-17_GML.zip,40.06MB,m1000-17_GML.zip
m1kh30,1kmメッシュ別将来推計人口（H30国政局推計）（shape形式版）,各種統計,2018,1,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/m1kh30/m1kh30-18/1km_mesh_suikei_2018_shape_01.zip,9.70MB,1km_mesh_suikei_2018_shape_01.zip
m500,500mメッシュ別将来推計人口（H29国政局推計）（shape形式版）,各種統計,2017,3,0,1,http://nlftp.mlit.go.jp/ksj/gml/data/m500/m500-17/m500-17_GML.zip,108.58MB,m500-17_GML.zip
m500h30,500mメッシュ別将来推計人口（H30国政局推計）（shape形式版）,各種統計,2018,1,1,1,http://nlftp.mlit.go.jp/ksj/gml/data/m500h30/m500h30-18/500m_mesh_suikei_2018_shape_01.zip,18.49MB,500m_mesh_suikei_2018_shape_01.zip
